trial_id,optimizer_config__optimizer_params,optimizer_config__optimizer,model_config__virtual_batch_size,model_config__n_layers,model_config__k,model_config__dropout_rate,model_config__block_activation,model_config__abstlay_dim_2,model_config__abstlay_dim_1,model,loss_0,loss,accuracy,auroc,model_config__transformer_head_dim,model_config__transformer_activation,model_config__shared_embedding_fraction,model_config__share_embedding_strategy,model_config__share_embedding,model_config__num_heads,model_config__num_attn_blocks,model_config__input_embed_dim,model_config__ff_hidden_multiplier,model_config__ff_dropout,model_config__embedding_initialization,model_config__embedding_dropout,model_config__embedding_bias,model_config__attn_dropout,model_config__add_norm_dropout,model_config__use_batch_norm,model_config__initialization,model_config__has_residuals,model_config__embedding_dim,model_config__dropout,model_config__deep_layers,model_config__attn_embed_dim,model_config__attn_dropouts,model_config__attention_pooling,model_config__activation,model_config__n_steps,model_config__n_shared,model_config__n_independent,model_config__n_d,model_config__n_a,model_config__mask_type,model_config__gamma,model_config__batch_norm_continuous_input
115,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6231679320335388,0.6231679320335388,0.6440678238868713,0.7631579041481018,,,0.25,fraction,True,2.0,3.0,,,,kaiming_uniform,,False,,,True,xavier,True,16.0,0.0,False,16.0,0.1,True,ReLU,,,,,,,,
116,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.5881741046905518,0.5881741046905518,0.6610169410705566,0.7506265640258789,,,0.25,add,False,8.0,2.0,,,,kaiming_normal,,False,,,True,xavier,True,32.0,0.1,False,64.0,0.0,False,ReLU,,,,,,,,
117,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.5780988335609436,0.5780988335609436,0.7457627058029175,0.7406015396118164,,,0.25,add,False,8.0,2.0,,,,kaiming_uniform,,False,,,True,kaiming,True,32.0,0.1,False,64.0,0.1,False,LeakyReLU,,,,,,,,
118,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.5008031129837036,0.5008031129837036,0.7796609997749329,0.7994987368583679,,,0.25,add,True,8.0,3.0,,,,kaiming_uniform,,True,,,True,kaiming,True,63.0,0.1,False,16.0,0.0,True,ReLU,,,,,,,,
119,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6477093696594238,0.6477093696594238,0.6440678238868713,0.6591478586196899,,,0.25,add,True,8.0,2.0,,,,kaiming_uniform,,True,,,True,xavier,False,16.0,0.0,False,64.0,0.1,False,ReLU,,,,,,,,
120,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.5341488718986511,0.5341488718986511,0.7627118825912476,0.7606515884399414,,,0.25,add,True,8.0,4.0,,,,kaiming_uniform,,True,,,True,xavier,True,32.0,0.1,False,32.0,0.0,False,LeakyReLU,,,,,,,,
121,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6498968601226807,0.6498968601226807,0.6440678238868713,0.6328320503234863,,,0.25,fraction,False,8.0,4.0,,,,kaiming_uniform,,False,,,True,xavier,False,16.0,0.0,False,16.0,0.0,True,ReLU,,,,,,,,
122,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.5473107099533081,0.5473107099533081,0.7118644118309021,0.7794486284255981,,,0.5,add,True,2.0,3.0,,,,kaiming_normal,,False,,,True,xavier,True,63.0,0.1,False,64.0,0.1,False,LeakyReLU,,,,,,,,
123,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.6465940475463867,0.6465940475463867,0.6440678238868713,0.6115288734436035,,,0.25,fraction,True,4.0,3.0,,,,kaiming_uniform,,False,,,True,xavier,False,32.0,0.0,False,16.0,0.1,True,ReLU,,,,,,,,
124,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6504795551300049,0.6504795551300049,0.6440678238868713,0.4987468719482422,,,0.5,add,True,4.0,3.0,,,,kaiming_uniform,,False,,,True,xavier,False,16.0,0.2,False,16.0,0.2,True,ReLU,,,,,,,,
125,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.649124801158905,0.649124801158905,0.6440678238868713,0.6679197549819946,,,0.25,fraction,False,8.0,3.0,,,,kaiming_uniform,,False,,,True,kaiming,False,63.0,0.1,False,64.0,0.0,True,LeakyReLU,,,,,,,,
126,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.6511105298995972,0.6511105298995972,0.6440678238868713,0.5551378726959229,,,0.25,fraction,True,8.0,2.0,,,,kaiming_normal,,True,,,True,xavier,False,16.0,0.0,False,16.0,0.2,False,ReLU,,,,,,,,
127,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.565674364566803,0.565674364566803,0.7457627058029175,0.7669172883033752,,,0.5,add,True,4.0,4.0,,,,kaiming_normal,,True,,,True,xavier,True,16.0,0.0,False,64.0,0.1,False,LeakyReLU,,,,,,,,
128,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.6548798680305481,0.6548798680305481,0.6440678238868713,0.42355889081954956,,,0.5,add,True,8.0,4.0,,,,kaiming_uniform,,True,,,True,kaiming,False,63.0,0.0,False,64.0,0.2,True,LeakyReLU,,,,,,,,
129,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.6521545648574829,0.6521545648574829,0.6440678238868713,0.4523809254169464,,,0.25,fraction,True,2.0,4.0,,,,kaiming_uniform,,True,,,True,kaiming,False,63.0,0.0,False,16.0,0.2,True,LeakyReLU,,,,,,,,
130,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.643616795539856,0.643616795539856,0.6440678238868713,0.6541353464126587,,,0.25,add,True,4.0,3.0,,,,kaiming_uniform,,True,,,True,xavier,True,63.0,0.1,False,32.0,0.2,False,LeakyReLU,,,,,,,,
131,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.6295960545539856,0.6295960545539856,0.6440678238868713,0.6390977501869202,,,0.25,add,True,4.0,2.0,,,,kaiming_uniform,,False,,,True,kaiming,True,32.0,0.0,False,64.0,0.0,True,LeakyReLU,,,,,,,,
132,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.6458932757377625,0.6458932757377625,0.6440678238868713,0.6491228342056274,,,0.5,fraction,True,2.0,4.0,,,,kaiming_uniform,,True,,,True,xavier,False,16.0,0.1,False,64.0,0.2,True,ReLU,,,,,,,,
133,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6239750981330872,0.6239750981330872,0.6440678238868713,0.6904761791229248,,,0.5,add,False,8.0,2.0,,,,kaiming_normal,,True,,,True,xavier,True,63.0,0.0,False,32.0,0.1,True,LeakyReLU,,,,,,,,
134,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.648959219455719,0.648959219455719,0.6440678238868713,0.7055137753486633,,,0.25,add,True,8.0,4.0,,,,kaiming_uniform,,True,,,True,xavier,False,16.0,0.2,False,64.0,0.0,False,ReLU,,,,,,,,
135,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.617579996585846,0.617579996585846,0.6610169410705566,0.713032603263855,,,0.5,add,False,4.0,2.0,,,,kaiming_normal,,False,,,True,xavier,True,63.0,0.2,False,32.0,0.1,False,LeakyReLU,,,,,,,,
136,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.5179752707481384,0.5179752707481384,0.7288135886192322,0.7882205247879028,,,0.25,fraction,False,4.0,2.0,,,,kaiming_normal,,False,,,True,xavier,True,32.0,0.1,False,16.0,0.0,True,ReLU,,,,,,,,
137,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.5630258917808533,0.5630258917808533,0.7457627058029175,0.7606515884399414,,,0.25,add,True,8.0,4.0,,,,kaiming_uniform,,False,,,True,xavier,True,32.0,0.1,False,16.0,0.1,True,LeakyReLU,,,,,,,,
138,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.5792432427406311,0.5792432427406311,0.7118644118309021,0.743107795715332,,,0.25,add,True,8.0,2.0,,,,kaiming_normal,,False,,,True,kaiming,True,63.0,0.2,False,32.0,0.1,True,ReLU,,,,,,,,
139,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.5742795467376709,0.5742795467376709,0.694915235042572,0.7142857313156128,,,0.25,add,True,2.0,4.0,,,,kaiming_uniform,,False,,,True,xavier,True,63.0,0.2,False,64.0,0.0,False,ReLU,,,,,,,,
140,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6490541100502014,0.6490541100502014,0.6440678238868713,0.5889724493026733,,,0.5,fraction,True,8.0,2.0,,,,kaiming_uniform,,True,,,True,xavier,False,63.0,0.1,False,16.0,0.1,True,ReLU,,,,,,,,
141,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6457211375236511,0.6457211375236511,0.6440678238868713,0.6566416025161743,,,0.25,add,True,2.0,4.0,,,,kaiming_normal,,True,,,True,kaiming,False,32.0,0.0,False,64.0,0.0,False,LeakyReLU,,,,,,,,
142,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.6352760195732117,0.6352760195732117,0.6779661178588867,0.6253132820129395,,,0.25,add,True,4.0,2.0,,,,kaiming_normal,,True,,,True,xavier,False,32.0,0.1,False,32.0,0.1,True,ReLU,,,,,,,,
143,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.6904909014701843,0.6904909014701843,0.5423728823661804,0.6190475821495056,,,0.5,add,True,4.0,2.0,,,,kaiming_normal,,True,,,True,xavier,False,16.0,0.0,False,64.0,0.1,True,ReLU,,,,,,,,
144,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.6160963177680969,0.6160963177680969,0.6440678238868713,0.7468671798706055,,,0.25,fraction,False,8.0,3.0,,,,kaiming_uniform,,True,,,True,xavier,True,32.0,0.0,False,32.0,0.2,True,LeakyReLU,,,,,,,,
145,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6517775654792786,0.6517775654792786,0.6440678238868713,0.45488718152046204,,,0.5,add,False,4.0,3.0,,,,kaiming_uniform,,True,,,True,xavier,False,63.0,0.0,False,16.0,0.2,False,ReLU,,,,,,,,
146,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.6322393417358398,0.6322393417358398,0.694915235042572,0.6253132820129395,,,0.5,fraction,True,2.0,2.0,,,,kaiming_normal,,False,,,True,kaiming,True,16.0,0.1,False,16.0,0.1,True,LeakyReLU,,,,,,,,
147,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.5442753434181213,0.5442753434181213,0.6779661178588867,0.763157844543457,,,0.5,add,True,2.0,3.0,,,,kaiming_uniform,,False,,,True,kaiming,True,63.0,0.2,False,64.0,0.1,False,ReLU,,,,,,,,
148,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.647760808467865,0.647760808467865,0.6440678238868713,0.7017543315887451,,,0.25,fraction,True,2.0,4.0,,,,kaiming_normal,,True,,,True,kaiming,False,16.0,0.0,False,32.0,0.0,False,LeakyReLU,,,,,,,,
149,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6474779844284058,0.6474779844284058,0.6440678238868713,0.6791980266571045,,,0.5,fraction,True,4.0,3.0,,,,kaiming_uniform,,True,,,True,kaiming,False,16.0,0.0,False,32.0,0.1,True,LeakyReLU,,,,,,,,
150,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6486445069313049,0.6486445069313049,0.6440678238868713,0.6390977501869202,,,0.5,fraction,True,8.0,2.0,,,,kaiming_normal,,False,,,True,kaiming,False,63.0,0.1,False,16.0,0.1,False,LeakyReLU,,,,,,,,
151,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.6193952560424805,0.6193952560424805,0.6440678238868713,0.7080200910568237,,,0.25,fraction,False,8.0,2.0,,,,kaiming_uniform,,False,,,True,kaiming,True,16.0,0.0,False,64.0,0.1,True,ReLU,,,,,,,,
152,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.6130922436714172,0.6130922436714172,0.6610169410705566,0.6741854548454285,,,0.25,fraction,True,2.0,2.0,,,,kaiming_uniform,,False,,,True,xavier,True,16.0,0.2,False,64.0,0.0,True,ReLU,,,,,,,,
153,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6062889695167542,0.6062889695167542,0.6440678238868713,0.7055138349533081,,,0.25,add,False,8.0,3.0,,,,kaiming_uniform,,True,,,True,kaiming,True,16.0,0.0,False,16.0,0.2,True,ReLU,,,,,,,,
154,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.513536810874939,0.513536810874939,0.7288135886192322,0.7769423723220825,,,0.5,fraction,False,4.0,2.0,,,,kaiming_uniform,,False,,,True,kaiming,True,32.0,0.1,False,16.0,0.0,True,LeakyReLU,,,,,,,,
155,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.6386597752571106,0.6386597752571106,0.6271186470985413,0.6115288734436035,,,0.5,fraction,False,4.0,3.0,,,,kaiming_normal,,True,,,True,kaiming,False,16.0,0.1,False,64.0,0.2,True,LeakyReLU,,,,,,,,
156,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6514384746551514,0.6514384746551514,0.6440678238868713,0.4436090290546417,,,0.5,add,True,4.0,3.0,,,,kaiming_uniform,,False,,,True,xavier,False,16.0,0.1,False,16.0,0.0,True,LeakyReLU,,,,,,,,
157,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.6361507773399353,0.6361507773399353,0.6440678238868713,0.6553884744644165,,,0.25,add,False,4.0,4.0,,,,kaiming_uniform,,False,,,True,kaiming,True,32.0,0.0,False,32.0,0.0,False,LeakyReLU,,,,,,,,
158,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.6034632325172424,0.6034632325172424,0.6610169410705566,0.7230576276779175,,,0.5,fraction,False,2.0,3.0,,,,kaiming_normal,,True,,,True,kaiming,True,32.0,0.2,False,64.0,0.0,False,LeakyReLU,,,,,,,,
159,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.6104550361633301,0.6104550361633301,0.6610169410705566,0.6779448986053467,,,0.5,fraction,False,4.0,2.0,,,,kaiming_uniform,,False,,,True,xavier,True,16.0,0.2,False,16.0,0.0,False,LeakyReLU,,,,,,,,
160,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.6092977523803711,0.6092977523803711,0.6271186470985413,0.6967418193817139,,,0.25,add,True,2.0,2.0,,,,kaiming_normal,,True,,,True,kaiming,True,32.0,0.0,False,16.0,0.1,True,LeakyReLU,,,,,,,,
161,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.5939385890960693,0.5939385890960693,0.694915235042572,0.7305764555931091,,,0.5,fraction,False,4.0,2.0,,,,kaiming_normal,,False,,,True,xavier,True,63.0,0.0,False,64.0,0.2,False,LeakyReLU,,,,,,,,
162,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.6498413681983948,0.6498413681983948,0.6440678238868713,0.6691729426383972,,,0.5,add,True,8.0,3.0,,,,kaiming_uniform,,True,,,True,kaiming,False,32.0,0.2,False,64.0,0.2,False,ReLU,,,,,,,,
163,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6297069191932678,0.6297069191932678,0.6440678238868713,0.7493734359741211,,,0.5,add,False,4.0,3.0,,,,kaiming_uniform,,False,,,True,kaiming,True,63.0,0.2,False,16.0,0.0,False,LeakyReLU,,,,,,,,
164,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.5998430252075195,0.5998430252075195,0.6779661178588867,0.7305763959884644,,,0.5,fraction,True,2.0,3.0,,,,kaiming_normal,,True,,,True,kaiming,True,16.0,0.1,False,64.0,0.1,True,LeakyReLU,,,,,,,,
165,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6956077814102173,0.6956077814102173,0.4576271176338196,0.4122806787490845,,,0.5,fraction,True,2.0,3.0,,,,kaiming_uniform,,True,,,True,xavier,True,32.0,0.0,False,16.0,0.1,False,LeakyReLU,,,,,,,,
166,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.5093088150024414,0.5093088150024414,0.7457627058029175,0.810776948928833,,,0.25,fraction,True,2.0,2.0,,,,kaiming_normal,,False,,,True,xavier,True,16.0,0.1,False,16.0,0.0,True,LeakyReLU,,,,,,,,
167,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.6124078631401062,0.6124078631401062,0.6440678238868713,0.7255638837814331,,,0.25,add,True,4.0,3.0,,,,kaiming_normal,,False,,,True,xavier,True,32.0,0.0,False,64.0,0.0,False,LeakyReLU,,,,,,,,
168,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.6311588883399963,0.6311588883399963,0.6440678238868713,0.6867167949676514,,,0.5,fraction,False,4.0,3.0,,,,kaiming_uniform,,True,,,True,kaiming,True,16.0,0.0,False,16.0,0.2,False,LeakyReLU,,,,,,,,
169,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.5213404893875122,0.5213404893875122,0.7288135886192322,0.7932330369949341,,,0.5,add,True,8.0,3.0,,,,kaiming_normal,,True,,,True,xavier,True,32.0,0.0,False,16.0,0.2,True,LeakyReLU,,,,,,,,
170,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6037097573280334,0.6037097573280334,0.6440678238868713,0.7694234848022461,,,0.25,fraction,False,8.0,3.0,,,,kaiming_uniform,,True,,,True,kaiming,True,16.0,0.2,False,64.0,0.0,True,LeakyReLU,,,,,,,,
171,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.650825560092926,0.650825560092926,0.6440678238868713,0.5802004933357239,,,0.5,add,False,2.0,3.0,,,,kaiming_normal,,True,,,True,xavier,False,16.0,0.0,False,16.0,0.0,False,ReLU,,,,,,,,
172,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.6912195682525635,0.6912195682525635,0.6440678238868713,0.46867167949676514,,,0.25,fraction,False,2.0,4.0,,,,kaiming_uniform,,True,,,True,kaiming,False,63.0,0.0,False,32.0,0.0,False,ReLU,,,,,,,,
173,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.6720004081726074,0.6720004081726074,0.6440678238868713,0.664160430431366,,,0.25,add,True,2.0,3.0,,,,kaiming_normal,,True,,,True,xavier,False,63.0,0.0,False,32.0,0.0,True,ReLU,,,,,,,,
174,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.6486091613769531,0.6486091613769531,0.6440678238868713,0.6102756857872009,,,0.25,fraction,True,2.0,3.0,,,,kaiming_uniform,,False,,,True,kaiming,False,32.0,0.0,False,32.0,0.2,False,LeakyReLU,,,,,,,,
175,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.5907278656959534,0.5907278656959534,0.694915235042572,0.743107795715332,,,0.5,fraction,True,2.0,3.0,,,,kaiming_normal,,False,,,True,kaiming,False,63.0,0.1,False,32.0,0.0,True,ReLU,,,,,,,,
176,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.582361102104187,0.582361102104187,0.6440678238868713,0.7042605876922607,,,0.5,fraction,False,4.0,3.0,,,,kaiming_normal,,True,,,True,xavier,True,16.0,0.0,False,64.0,0.1,True,LeakyReLU,,,,,,,,
177,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.6485682129859924,0.6485682129859924,0.6440678238868713,0.6127819418907166,,,0.25,fraction,False,2.0,4.0,,,,kaiming_normal,,False,,,True,xavier,False,16.0,0.1,False,32.0,0.0,False,ReLU,,,,,,,,
178,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.5858614444732666,0.5858614444732666,0.6610169410705566,0.7280701398849487,,,0.5,add,False,2.0,3.0,,,,kaiming_normal,,False,,,True,kaiming,True,16.0,0.1,False,64.0,0.0,True,ReLU,,,,,,,,
179,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.5724248886108398,0.5724248886108398,0.694915235042572,0.7393484115600586,,,0.25,fraction,True,8.0,2.0,,,,kaiming_uniform,,False,,,True,xavier,True,63.0,0.1,False,16.0,0.0,True,LeakyReLU,,,,,,,,
180,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.6396865248680115,0.6396865248680115,0.6440678238868713,0.6817042827606201,,,0.25,fraction,True,8.0,2.0,,,,kaiming_normal,,True,,,True,xavier,False,16.0,0.2,False,32.0,0.1,True,ReLU,,,,,,,,
181,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.5272273421287537,0.5272273421287537,0.7288135886192322,0.7819548845291138,,,0.25,add,False,2.0,2.0,,,,kaiming_uniform,,False,,,True,kaiming,False,16.0,0.1,False,16.0,0.0,True,ReLU,,,,,,,,
182,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6503461003303528,0.6503461003303528,0.6440678238868713,0.7155388593673706,,,0.25,fraction,True,4.0,4.0,,,,kaiming_uniform,,False,,,True,xavier,False,16.0,0.2,False,32.0,0.0,False,LeakyReLU,,,,,,,,
183,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.6486256122589111,0.6486256122589111,0.6440678238868713,0.7105263471603394,,,0.5,fraction,False,2.0,2.0,,,,kaiming_uniform,,True,,,True,xavier,False,32.0,0.0,False,32.0,0.1,False,ReLU,,,,,,,,
184,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.697887122631073,0.697887122631073,0.4576271176338196,0.5776943564414978,,,0.25,fraction,False,2.0,4.0,,,,kaiming_uniform,,False,,,True,xavier,True,32.0,0.0,False,64.0,0.1,False,LeakyReLU,,,,,,,,
185,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6456328630447388,0.6456328630447388,0.6440678238868713,0.6478697061538696,,,0.5,add,False,2.0,2.0,,,,kaiming_normal,,True,,,True,xavier,False,16.0,0.2,False,32.0,0.0,True,ReLU,,,,,,,,
186,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.6258290410041809,0.6258290410041809,0.6610169410705566,0.6328320503234863,,,0.25,fraction,False,4.0,4.0,,,,kaiming_uniform,,False,,,True,xavier,False,63.0,0.2,False,16.0,0.0,False,ReLU,,,,,,,,
187,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.6492152810096741,0.6492152810096741,0.6440678238868713,0.6691729426383972,,,0.25,fraction,False,4.0,3.0,,,,kaiming_uniform,,False,,,True,kaiming,False,16.0,0.0,False,64.0,0.2,False,LeakyReLU,,,,,,,,
188,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6487091779708862,0.6487091779708862,0.6440678238868713,0.5802006125450134,,,0.5,add,True,4.0,2.0,,,,kaiming_normal,,True,,,True,kaiming,False,63.0,0.2,False,32.0,0.1,False,ReLU,,,,,,,,
189,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.6425845623016357,0.6425845623016357,0.6440678238868713,0.5839599370956421,,,0.5,fraction,False,8.0,3.0,,,,kaiming_uniform,,True,,,True,kaiming,True,63.0,0.1,False,16.0,0.0,False,ReLU,,,,,,,,
190,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.5619124174118042,0.5619124174118042,0.694915235042572,0.7493734359741211,,,0.25,add,True,8.0,2.0,,,,kaiming_normal,,False,,,True,xavier,True,63.0,0.1,False,32.0,0.0,True,LeakyReLU,,,,,,,,
191,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.6959187388420105,0.6959187388420105,0.47457626461982727,0.57393479347229,,,0.25,add,True,2.0,2.0,,,,kaiming_normal,,False,,,True,kaiming,True,63.0,0.1,False,32.0,0.2,False,ReLU,,,,,,,,
192,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.5708584785461426,0.5708584785461426,0.6779661178588867,0.7719298601150513,,,0.25,fraction,False,4.0,4.0,,,,kaiming_uniform,,True,,,True,xavier,True,32.0,0.2,False,64.0,0.1,True,LeakyReLU,,,,,,,,
193,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.6222578287124634,0.6222578287124634,0.6440678238868713,0.621553897857666,,,0.25,fraction,False,8.0,3.0,,,,kaiming_normal,,False,,,True,kaiming,False,16.0,0.0,False,16.0,0.1,True,ReLU,,,,,,,,
194,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.6486982703208923,0.6486982703208923,0.6440678238868713,0.6378446221351624,,,0.25,add,False,8.0,3.0,,,,kaiming_normal,,False,,,True,kaiming,False,63.0,0.2,False,64.0,0.1,False,ReLU,,,,,,,,
195,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.5853921175003052,0.5853921175003052,0.6440678238868713,0.7481203079223633,,,0.5,fraction,True,8.0,2.0,,,,kaiming_normal,,True,,,True,kaiming,True,32.0,0.0,False,16.0,0.1,True,ReLU,,,,,,,,
196,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6500908732414246,0.6500908732414246,0.6440678238868713,0.6228070259094238,,,0.25,add,True,8.0,2.0,,,,kaiming_normal,,True,,,True,kaiming,False,63.0,0.2,False,16.0,0.0,False,ReLU,,,,,,,,
197,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.7154310941696167,0.7154310941696167,0.35593220591545105,0.5588972568511963,,,0.5,add,True,4.0,4.0,,,,kaiming_normal,,True,,,True,kaiming,True,63.0,0.0,False,16.0,0.1,False,ReLU,,,,,,,,
198,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.6516719460487366,0.6516719460487366,0.6440678238868713,0.4674185514450073,,,0.5,add,True,8.0,4.0,,,,kaiming_normal,,False,,,True,kaiming,False,63.0,0.2,False,32.0,0.0,False,ReLU,,,,,,,,
199,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.6260362267494202,0.6260362267494202,0.6440678238868713,0.6428571939468384,,,0.5,add,True,8.0,2.0,,,,kaiming_normal,,False,,,True,kaiming,True,63.0,0.1,False,16.0,0.0,True,ReLU,,,,,,,,
200,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.5461082458496094,0.5461082458496094,0.7627118825912476,0.7706766724586487,,,0.25,add,True,2.0,4.0,,,,kaiming_uniform,,False,,,True,xavier,True,63.0,0.1,False,64.0,0.1,True,ReLU,,,,,,,,
201,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6412469148635864,0.6412469148635864,0.6440678238868713,0.5576441287994385,,,0.25,add,False,2.0,3.0,,,,kaiming_normal,,True,,,True,kaiming,False,16.0,0.1,False,16.0,0.2,True,LeakyReLU,,,,,,,,
202,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.5946972370147705,0.5946972370147705,0.6440678238868713,0.7280701398849487,,,0.25,fraction,True,8.0,4.0,,,,kaiming_normal,,True,,,True,xavier,True,63.0,0.0,False,32.0,0.1,True,LeakyReLU,,,,,,,,
203,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.655694842338562,0.655694842338562,0.6440678238868713,0.5751879215240479,,,0.5,fraction,True,4.0,4.0,,,,kaiming_normal,,False,,,True,xavier,False,16.0,0.2,False,16.0,0.1,True,ReLU,,,,,,,,
204,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6510342955589294,0.6510342955589294,0.6440678238868713,0.5162907242774963,,,0.25,fraction,False,2.0,3.0,,,,kaiming_normal,,True,,,True,kaiming,False,63.0,0.1,False,16.0,0.2,False,LeakyReLU,,,,,,,,
