trial_id,optimizer_config__optimizer_params,optimizer_config__optimizer,model_config__virtual_batch_size,model_config__n_layers,model_config__k,model_config__dropout_rate,model_config__block_activation,model_config__abstlay_dim_2,model_config__abstlay_dim_1,model,loss_0,loss,accuracy,auroc,model_config__transformer_head_dim,model_config__transformer_activation,model_config__shared_embedding_fraction,model_config__share_embedding_strategy,model_config__share_embedding,model_config__num_heads,model_config__num_attn_blocks,model_config__input_embed_dim,model_config__ff_hidden_multiplier,model_config__ff_dropout,model_config__embedding_initialization,model_config__embedding_dropout,model_config__embedding_bias,model_config__attn_dropout,model_config__add_norm_dropout,model_config__use_batch_norm,model_config__initialization,model_config__has_residuals,model_config__embedding_dim,model_config__dropout,model_config__deep_layers,model_config__attn_embed_dim,model_config__attn_dropouts,model_config__attention_pooling,model_config__activation,model_config__n_steps,model_config__n_shared,model_config__n_independent,model_config__n_d,model_config__n_a,model_config__mask_type,model_config__gamma,model_config__batch_norm_continuous_input
25,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.6261875629425049,0.6261875629425049,0.6440678238868713,0.7280701398849487,,,0.25,add,True,8.0,3.0,,,,kaiming_uniform,,True,,,True,kaiming,True,16.0,0.1,False,16.0,0.1,False,LeakyReLU,,,,,,,,
26,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.5091356039047241,0.5091356039047241,0.7627118825912476,0.8095238208770752,,,0.25,fraction,True,8.0,3.0,,,,kaiming_uniform,,True,,,True,xavier,True,16.0,0.1,False,32.0,0.1,True,ReLU,,,,,,,,
27,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.6213365197181702,0.6213365197181702,0.6610169410705566,0.6604009866714478,,,0.25,fraction,False,8.0,2.0,,,,kaiming_normal,,False,,,True,xavier,False,16.0,0.1,False,16.0,0.2,False,LeakyReLU,,,,,,,,
28,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.5604286193847656,0.5604286193847656,0.6610169410705566,0.7756892442703247,,,0.5,add,False,4.0,4.0,,,,kaiming_uniform,,True,,,True,xavier,True,16.0,0.1,False,64.0,0.2,False,LeakyReLU,,,,,,,,
29,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.6442749500274658,0.6442749500274658,0.6440678238868713,0.7593984603881836,,,0.5,fraction,False,4.0,3.0,,,,kaiming_uniform,,False,,,True,xavier,False,63.0,0.2,False,64.0,0.1,True,LeakyReLU,,,,,,,,
30,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.649500846862793,0.649500846862793,0.6440678238868713,0.5563910007476807,,,0.25,fraction,True,4.0,3.0,,,,kaiming_uniform,,False,,,True,xavier,False,63.0,0.1,False,32.0,0.1,False,LeakyReLU,,,,,,,,
31,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.555997371673584,0.555997371673584,0.6101694703102112,0.7844611406326294,,,0.25,fraction,False,8.0,2.0,,,,kaiming_uniform,,True,,,True,kaiming,True,32.0,0.2,False,64.0,0.0,False,ReLU,,,,,,,,
32,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.568307638168335,0.568307638168335,0.6779661178588867,0.7543859481811523,,,0.25,add,False,4.0,2.0,,,,kaiming_uniform,,True,,,True,kaiming,True,16.0,0.0,False,32.0,0.1,True,LeakyReLU,,,,,,,,
33,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.578356146812439,0.578356146812439,0.7118644118309021,0.7531328201293945,,,0.25,fraction,False,4.0,2.0,,,,kaiming_uniform,,True,,,True,kaiming,True,16.0,0.2,False,16.0,0.1,True,ReLU,,,,,,,,
34,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.586172342300415,0.586172342300415,0.6440678238868713,0.7092732191085815,,,0.25,fraction,True,8.0,3.0,,,,kaiming_uniform,,False,,,True,kaiming,True,32.0,0.1,False,32.0,0.2,False,LeakyReLU,,,,,,,,
35,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.650716245174408,0.650716245174408,0.6440678238868713,0.5576441287994385,,,0.5,fraction,False,8.0,4.0,,,,kaiming_normal,,False,,,True,xavier,False,63.0,0.2,False,32.0,0.0,False,LeakyReLU,,,,,,,,
36,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.6183497905731201,0.6183497905731201,0.6440678238868713,0.719298243522644,,,0.25,fraction,False,8.0,3.0,,,,kaiming_uniform,,True,,,True,xavier,True,16.0,0.2,False,16.0,0.2,False,ReLU,,,,,,,,
37,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.6338804364204407,0.6338804364204407,0.6440678238868713,0.7042607069015503,,,0.25,fraction,False,8.0,4.0,,,,kaiming_normal,,True,,,True,xavier,True,63.0,0.2,False,16.0,0.1,False,ReLU,,,,,,,,
38,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.6513077020645142,0.6513077020645142,0.6440678238868713,0.4974937438964844,,,0.5,fraction,True,4.0,3.0,,,,kaiming_uniform,,False,,,True,kaiming,False,16.0,0.1,False,16.0,0.2,False,ReLU,,,,,,,,
39,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.549953281879425,0.549953281879425,0.7288135886192322,0.756892204284668,,,0.5,fraction,False,4.0,2.0,,,,kaiming_normal,,False,,,True,kaiming,True,32.0,0.1,False,32.0,0.0,True,ReLU,,,,,,,,
40,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.6127597093582153,0.6127597093582153,0.6610169410705566,0.6779448986053467,,,0.5,fraction,False,4.0,2.0,,,,kaiming_normal,,True,,,True,kaiming,True,32.0,0.1,False,32.0,0.0,False,LeakyReLU,,,,,,,,
41,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6903504133224487,0.6903504133224487,0.4576271176338196,0.6917293071746826,,,0.5,fraction,True,8.0,4.0,,,,kaiming_normal,,True,,,True,xavier,True,63.0,0.0,False,64.0,0.0,True,ReLU,,,,,,,,
42,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.5532568693161011,0.5532568693161011,0.7457627058029175,0.7481203079223633,,,0.5,fraction,False,8.0,4.0,,,,kaiming_normal,,False,,,True,xavier,True,16.0,0.2,False,32.0,0.1,True,LeakyReLU,,,,,,,,
43,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.6513917446136475,0.6513917446136475,0.6440678238868713,0.5,,,0.25,fraction,True,8.0,3.0,,,,kaiming_normal,,False,,,True,kaiming,False,32.0,0.0,False,64.0,0.1,False,ReLU,,,,,,,,
44,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6450887322425842,0.6450887322425842,0.6440678238868713,0.6917293071746826,,,0.5,add,False,2.0,4.0,,,,kaiming_uniform,,True,,,True,xavier,False,63.0,0.2,False,32.0,0.2,True,ReLU,,,,,,,,
45,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.6487630009651184,0.6487630009651184,0.6440678238868713,0.553884744644165,,,0.25,add,False,2.0,2.0,,,,kaiming_normal,,False,,,True,xavier,False,63.0,0.0,False,16.0,0.2,False,LeakyReLU,,,,,,,,
46,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.5611157417297363,0.5611157417297363,0.7627118825912476,0.7744360566139221,,,0.5,fraction,False,8.0,4.0,,,,kaiming_uniform,,True,,,True,xavier,True,32.0,0.1,False,32.0,0.1,False,ReLU,,,,,,,,
47,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.5784189701080322,0.5784189701080322,0.7288135886192322,0.7656641602516174,,,0.25,add,True,4.0,4.0,,,,kaiming_normal,,False,,,True,xavier,True,32.0,0.1,False,16.0,0.2,True,ReLU,,,,,,,,
48,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.6468453407287598,0.6468453407287598,0.6440678238868713,0.6165413856506348,,,0.5,add,True,4.0,2.0,,,,kaiming_normal,,False,,,True,kaiming,False,16.0,0.2,False,32.0,0.2,True,ReLU,,,,,,,,
49,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6400650143623352,0.6400650143623352,0.6440678238868713,0.6340851783752441,,,0.25,add,False,8.0,4.0,,,,kaiming_uniform,,True,,,True,xavier,True,32.0,0.2,False,16.0,0.1,False,ReLU,,,,,,,,
50,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.5539337396621704,0.5539337396621704,0.7288135886192322,0.7581453323364258,,,0.5,add,True,8.0,4.0,,,,kaiming_normal,,False,,,True,kaiming,True,16.0,0.1,False,32.0,0.1,False,ReLU,,,,,,,,
51,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.6158082485198975,0.6158082485198975,0.6610169410705566,0.6516290903091431,,,0.5,add,False,8.0,3.0,,,,kaiming_uniform,,True,,,True,xavier,False,16.0,0.2,False,64.0,0.0,False,ReLU,,,,,,,,
52,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.5582187175750732,0.5582187175750732,0.7288135886192322,0.7305763959884644,,,0.25,fraction,True,2.0,4.0,,,,kaiming_normal,,True,,,True,kaiming,True,16.0,0.1,False,32.0,0.1,False,LeakyReLU,,,,,,,,
53,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6486420631408691,0.6486420631408691,0.6440678238868713,0.6491228342056274,,,0.5,add,True,8.0,2.0,,,,kaiming_uniform,,True,,,True,xavier,False,32.0,0.1,False,64.0,0.0,False,ReLU,,,,,,,,
54,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.5971179604530334,0.5971179604530334,0.6610169410705566,0.689223051071167,,,0.25,add,False,2.0,3.0,,,,kaiming_normal,,True,,,True,xavier,True,32.0,0.1,False,64.0,0.2,True,ReLU,,,,,,,,
55,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.4907121956348419,0.4907121956348419,0.7796609997749329,0.8170425891876221,,,0.25,add,True,4.0,3.0,,,,kaiming_uniform,,True,,,True,kaiming,True,32.0,0.0,False,32.0,0.2,False,ReLU,,,,,,,,
56,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.7112993597984314,0.7112993597984314,0.38983049988746643,0.6290726661682129,,,0.25,fraction,False,8.0,3.0,,,,kaiming_normal,,True,,,True,xavier,True,16.0,0.2,False,32.0,0.1,False,LeakyReLU,,,,,,,,
57,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.6393546462059021,0.6393546462059021,0.6440678238868713,0.6102756857872009,,,0.25,fraction,False,8.0,4.0,,,,kaiming_uniform,,True,,,True,xavier,True,32.0,0.0,False,32.0,0.1,False,LeakyReLU,,,,,,,,
58,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.6126847267150879,0.6126847267150879,0.6610169410705566,0.7230576276779175,,,0.5,fraction,True,8.0,4.0,,,,kaiming_uniform,,True,,,True,kaiming,True,32.0,0.0,False,32.0,0.1,False,LeakyReLU,,,,,,,,
59,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.5236366987228394,0.5236366987228394,0.694915235042572,0.7744361162185669,,,0.25,add,False,4.0,4.0,,,,kaiming_uniform,,False,,,True,kaiming,True,32.0,0.0,False,16.0,0.1,False,LeakyReLU,,,,,,,,
60,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.6805533766746521,0.6805533766746521,0.6610169410705566,0.6190476417541504,,,0.25,fraction,False,4.0,4.0,,,,kaiming_uniform,,False,,,True,kaiming,True,63.0,0.2,False,32.0,0.2,False,ReLU,,,,,,,,
61,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.6320788860321045,0.6320788860321045,0.6440678238868713,0.695488691329956,,,0.25,fraction,False,4.0,2.0,,,,kaiming_uniform,,True,,,True,xavier,True,63.0,0.1,False,64.0,0.2,False,LeakyReLU,,,,,,,,
62,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.5842621922492981,0.5842621922492981,0.6440678238868713,0.7393484115600586,,,0.5,add,False,8.0,3.0,,,,kaiming_normal,,False,,,True,kaiming,True,16.0,0.1,False,32.0,0.0,True,ReLU,,,,,,,,
63,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.6508680582046509,0.6508680582046509,0.6440678238868713,0.5250626802444458,,,0.25,add,False,4.0,4.0,,,,kaiming_uniform,,False,,,True,xavier,False,16.0,0.1,False,16.0,0.2,False,ReLU,,,,,,,,
64,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.6519403457641602,0.6519403457641602,0.6440678238868713,0.4849624037742615,,,0.25,fraction,False,4.0,4.0,,,,kaiming_uniform,,True,,,True,xavier,False,63.0,0.1,False,32.0,0.1,False,LeakyReLU,,,,,,,,
65,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6957797408103943,0.6957797408103943,0.4067796468734741,0.6177945137023926,,,0.5,fraction,True,8.0,4.0,,,,kaiming_uniform,,False,,,True,xavier,False,63.0,0.2,False,16.0,0.1,True,LeakyReLU,,,,,,,,
66,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.5853792428970337,0.5853792428970337,0.7118644118309021,0.6929824352264404,,,0.25,fraction,False,2.0,2.0,,,,kaiming_normal,,True,,,True,xavier,True,63.0,0.1,False,32.0,0.2,False,ReLU,,,,,,,,
67,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.5643560290336609,0.5643560290336609,0.6779661178588867,0.7305764555931091,,,0.25,fraction,True,2.0,2.0,,,,kaiming_normal,,True,,,True,xavier,True,16.0,0.2,False,32.0,0.1,False,ReLU,,,,,,,,
68,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.6486488580703735,0.6486488580703735,0.6440678238868713,0.6265664100646973,,,0.5,fraction,False,8.0,3.0,,,,kaiming_uniform,,False,,,True,kaiming,False,63.0,0.0,False,16.0,0.2,True,ReLU,,,,,,,,
69,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.5379948616027832,0.5379948616027832,0.694915235042572,0.7731829881668091,,,0.5,add,True,8.0,2.0,,,,kaiming_normal,,True,,,True,kaiming,False,63.0,0.1,False,32.0,0.0,True,LeakyReLU,,,,,,,,
70,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6504924297332764,0.6504924297332764,0.6440678238868713,0.5626566410064697,,,0.5,fraction,True,2.0,3.0,,,,kaiming_uniform,,False,,,True,kaiming,False,16.0,0.1,False,16.0,0.1,True,LeakyReLU,,,,,,,,
71,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.563646137714386,0.563646137714386,0.7627118825912476,0.7719298601150513,,,0.25,add,True,8.0,4.0,,,,kaiming_uniform,,False,,,True,xavier,True,32.0,0.1,False,64.0,0.0,True,ReLU,,,,,,,,
72,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.6497976779937744,0.6497976779937744,0.6440678238868713,0.57393479347229,,,0.5,fraction,True,4.0,3.0,,,,kaiming_uniform,,False,,,True,kaiming,False,32.0,0.1,False,64.0,0.1,False,ReLU,,,,,,,,
73,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.6098484992980957,0.6098484992980957,0.6271186470985413,0.6390977501869202,,,0.25,add,False,2.0,3.0,,,,kaiming_normal,,True,,,True,kaiming,False,32.0,0.0,False,64.0,0.0,False,ReLU,,,,,,,,
74,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.6492451429367065,0.6492451429367065,0.6440678238868713,0.5864661931991577,,,0.25,add,True,8.0,2.0,,,,kaiming_normal,,True,,,True,kaiming,False,32.0,0.1,False,32.0,0.0,True,LeakyReLU,,,,,,,,
75,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.6492067575454712,0.6492067575454712,0.6440678238868713,0.6077694296836853,,,0.5,add,True,4.0,2.0,,,,kaiming_uniform,,True,,,True,xavier,False,63.0,0.0,False,64.0,0.1,True,ReLU,,,,,,,,
76,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.5503097176551819,0.5503097176551819,0.7457627058029175,0.7794486284255981,,,0.25,fraction,True,8.0,2.0,,,,kaiming_uniform,,False,,,True,xavier,True,63.0,0.1,False,16.0,0.2,False,LeakyReLU,,,,,,,,
77,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.650183916091919,0.650183916091919,0.6440678238868713,0.6203007698059082,,,0.25,add,True,4.0,2.0,,,,kaiming_normal,,False,,,True,xavier,False,63.0,0.2,False,64.0,0.1,False,LeakyReLU,,,,,,,,
78,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.6254172325134277,0.6254172325134277,0.6440678238868713,0.6265664100646973,,,0.5,add,False,4.0,3.0,,,,kaiming_normal,,True,,,True,xavier,True,32.0,0.1,False,64.0,0.0,False,LeakyReLU,,,,,,,,
79,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.6480442881584167,0.6480442881584167,0.6440678238868713,0.6278195381164551,,,0.5,fraction,False,4.0,4.0,,,,kaiming_normal,,False,,,True,xavier,False,63.0,0.1,False,16.0,0.2,True,ReLU,,,,,,,,
80,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.5883530378341675,0.5883530378341675,0.6779661178588867,0.7105263471603394,,,0.5,fraction,False,2.0,2.0,,,,kaiming_normal,,False,,,True,xavier,True,63.0,0.2,False,64.0,0.2,False,LeakyReLU,,,,,,,,
81,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.5837092399597168,0.5837092399597168,0.7288135886192322,0.7418546080589294,,,0.25,fraction,False,4.0,2.0,,,,kaiming_normal,,False,,,True,xavier,True,63.0,0.2,False,64.0,0.1,True,LeakyReLU,,,,,,,,
82,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.6527044773101807,0.6527044773101807,0.6440678238868713,0.4624059498310089,,,0.25,fraction,True,2.0,3.0,,,,kaiming_normal,,False,,,True,kaiming,False,63.0,0.2,False,32.0,0.1,True,ReLU,,,,,,,,
83,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.6509445309638977,0.6509445309638977,0.6440678238868713,0.5162906646728516,,,0.25,add,True,8.0,2.0,,,,kaiming_uniform,,True,,,True,xavier,False,32.0,0.2,False,32.0,0.1,True,ReLU,,,,,,,,
84,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.6312966346740723,0.6312966346740723,0.6440678238868713,0.6967418193817139,,,0.25,fraction,True,4.0,2.0,,,,kaiming_normal,,False,,,True,xavier,True,63.0,0.1,False,32.0,0.1,False,ReLU,,,,,,,,
85,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.6516649723052979,0.6516649723052979,0.6440678238868713,0.4849624037742615,,,0.5,fraction,False,2.0,4.0,,,,kaiming_normal,,False,,,True,xavier,False,16.0,0.1,False,16.0,0.1,False,LeakyReLU,,,,,,,,
86,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.648473858833313,0.648473858833313,0.6440678238868713,0.7055137753486633,,,0.5,fraction,True,2.0,4.0,,,,kaiming_uniform,,False,,,True,kaiming,False,32.0,0.0,False,32.0,0.2,True,LeakyReLU,,,,,,,,
87,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6504300832748413,0.6504300832748413,0.6440678238868713,0.5814536809921265,,,0.5,fraction,False,8.0,4.0,,,,kaiming_uniform,,False,,,True,kaiming,False,32.0,0.2,False,32.0,0.1,True,LeakyReLU,,,,,,,,
88,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.6484287977218628,0.6484287977218628,0.6440678238868713,0.6403509378433228,,,0.5,add,True,2.0,2.0,,,,kaiming_normal,,True,,,True,kaiming,False,32.0,0.2,False,64.0,0.0,False,ReLU,,,,,,,,
89,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.5685458183288574,0.5685458183288574,0.7457627058029175,0.736842155456543,,,0.5,fraction,True,2.0,4.0,,,,kaiming_uniform,,False,,,True,kaiming,True,16.0,0.1,False,32.0,0.1,False,ReLU,,,,,,,,
90,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6486019492149353,0.6486019492149353,0.6440678238868713,0.5438596606254578,,,0.5,add,False,2.0,3.0,,,,kaiming_uniform,,False,,,True,xavier,False,63.0,0.2,False,16.0,0.0,True,LeakyReLU,,,,,,,,
91,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.55836021900177,0.55836021900177,0.7627118825912476,0.7506265640258789,,,0.25,fraction,False,2.0,3.0,,,,kaiming_normal,,True,,,True,kaiming,True,16.0,0.2,False,16.0,0.2,False,LeakyReLU,,,,,,,,
92,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.6505351066589355,0.6505351066589355,0.6440678238868713,0.6378445625305176,,,0.25,fraction,False,8.0,3.0,,,,kaiming_uniform,,False,,,True,kaiming,False,16.0,0.1,False,32.0,0.1,False,LeakyReLU,,,,,,,,
93,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.6125379800796509,0.6125379800796509,0.6610169410705566,0.7005013227462769,,,0.5,fraction,False,4.0,3.0,,,,kaiming_uniform,,False,,,True,xavier,True,16.0,0.0,False,16.0,0.2,True,LeakyReLU,,,,,,,,
94,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.6149899959564209,0.6149899959564209,0.6440678238868713,0.6729323267936707,,,0.5,add,True,4.0,3.0,,,,kaiming_normal,,False,,,True,xavier,True,16.0,0.2,False,32.0,0.1,False,ReLU,,,,,,,,
95,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.6509650349617004,0.6509650349617004,0.6440678238868713,0.5889724493026733,,,0.5,add,False,4.0,4.0,,,,kaiming_normal,,False,,,True,xavier,False,32.0,0.1,False,16.0,0.1,False,LeakyReLU,,,,,,,,
96,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.581987738609314,0.581987738609314,0.694915235042572,0.7380952835083008,,,0.5,fraction,True,2.0,4.0,,,,kaiming_uniform,,False,,,True,kaiming,True,32.0,0.1,False,16.0,0.0,True,ReLU,,,,,,,,
97,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.5367304086685181,0.5367304086685181,0.7457627058029175,0.7794486284255981,,,0.5,fraction,True,8.0,2.0,,,,kaiming_normal,,False,,,True,xavier,True,63.0,0.2,False,32.0,0.2,True,LeakyReLU,,,,,,,,
98,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6495060324668884,0.6495060324668884,0.6440678238868713,0.5651628971099854,,,0.5,fraction,True,8.0,4.0,,,,kaiming_uniform,,False,,,True,xavier,False,16.0,0.1,False,64.0,0.1,False,ReLU,,,,,,,,
99,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.6386515498161316,0.6386515498161316,0.6440678238868713,0.6102756857872009,,,0.5,add,False,8.0,3.0,,,,kaiming_normal,,False,,,True,kaiming,True,63.0,0.2,False,16.0,0.1,False,ReLU,,,,,,,,
100,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.5256180763244629,0.5256180763244629,0.7796609997749329,0.7857142686843872,,,0.5,add,False,4.0,3.0,,,,kaiming_normal,,True,,,True,kaiming,True,63.0,0.2,False,16.0,0.2,False,LeakyReLU,,,,,,,,
101,{'weight_decay': 0.001},Adam,,,,,,,,AutoIntModel,0.5813478827476501,0.5813478827476501,0.6779661178588867,0.7268170118331909,,,0.25,fraction,False,2.0,3.0,,,,kaiming_uniform,,False,,,True,xavier,True,32.0,0.2,False,32.0,0.1,False,LeakyReLU,,,,,,,,
102,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.6353029012680054,0.6353029012680054,0.6440678238868713,0.7318295836448669,,,0.25,fraction,False,4.0,4.0,,,,kaiming_uniform,,False,,,True,kaiming,True,32.0,0.2,False,64.0,0.2,False,ReLU,,,,,,,,
103,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.5983615517616272,0.5983615517616272,0.6610169410705566,0.7142857313156128,,,0.25,fraction,False,2.0,2.0,,,,kaiming_normal,,True,,,True,xavier,True,32.0,0.1,False,32.0,0.0,False,ReLU,,,,,,,,
104,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.6428746581077576,0.6428746581077576,0.6440678238868713,0.6541353464126587,,,0.25,fraction,False,4.0,3.0,,,,kaiming_normal,,False,,,True,xavier,False,16.0,0.0,False,32.0,0.1,True,LeakyReLU,,,,,,,,
105,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.6060590147972107,0.6060590147972107,0.694915235042572,0.6842105388641357,,,0.5,fraction,True,2.0,4.0,,,,kaiming_uniform,,True,,,True,xavier,True,16.0,0.1,False,16.0,0.1,False,ReLU,,,,,,,,
106,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.6503331661224365,0.6503331661224365,0.6440678238868713,0.48370927572250366,,,0.25,fraction,True,2.0,3.0,,,,kaiming_normal,,False,,,True,kaiming,False,16.0,0.2,False,16.0,0.1,False,LeakyReLU,,,,,,,,
107,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.6463323831558228,0.6463323831558228,0.6440678238868713,0.6015037298202515,,,0.5,fraction,True,2.0,3.0,,,,kaiming_normal,,False,,,True,kaiming,False,32.0,0.1,False,64.0,0.1,True,LeakyReLU,,,,,,,,
108,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.5919277667999268,0.5919277667999268,0.7457627058029175,0.7017544507980347,,,0.25,add,True,8.0,3.0,,,,kaiming_normal,,True,,,True,xavier,True,63.0,0.1,False,32.0,0.2,False,LeakyReLU,,,,,,,,
109,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.6487011909484863,0.6487011909484863,0.6440678238868713,0.645363450050354,,,0.25,fraction,False,2.0,2.0,,,,kaiming_uniform,,False,,,True,kaiming,False,63.0,0.0,False,32.0,0.0,True,ReLU,,,,,,,,
110,{'weight_decay': 0.01},AdamW,,,,,,,,AutoIntModel,0.6680161356925964,0.6680161356925964,0.6440678238868713,0.48120301961898804,,,0.5,add,True,4.0,4.0,,,,kaiming_uniform,,False,,,True,xavier,False,16.0,0.0,False,32.0,0.2,True,ReLU,,,,,,,,
111,{'weight_decay': 0.01},Adam,,,,,,,,AutoIntModel,0.6510141491889954,0.6510141491889954,0.6440678238868713,0.5275689363479614,,,0.25,fraction,True,4.0,2.0,,,,kaiming_normal,,True,,,True,xavier,False,63.0,0.1,False,16.0,0.2,True,ReLU,,,,,,,,
112,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.5947362184524536,0.5947362184524536,0.6779661178588867,0.7030075788497925,,,0.5,add,False,2.0,2.0,,,,kaiming_uniform,,False,,,True,kaiming,False,63.0,0.0,False,32.0,0.0,False,LeakyReLU,,,,,,,,
113,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.7408023476600647,0.7408023476600647,0.35593220591545105,0.5839599370956421,,,0.5,add,True,4.0,3.0,,,,kaiming_uniform,,False,,,True,kaiming,True,32.0,0.0,False,16.0,0.1,True,ReLU,,,,,,,,
114,{'weight_decay': 0.001},AdamW,,,,,,,,AutoIntModel,0.590648353099823,0.590648353099823,0.7118644118309021,0.709273099899292,,,0.5,add,False,8.0,2.0,,,,kaiming_normal,,False,,,True,kaiming,True,16.0,0.1,False,16.0,0.2,False,ReLU,,,,,,,,
